,Title,Amenities,Amount
103,3 BHK Apartment for Rent in The Fountain Head,"FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area2890 sqftFloor5 out of 11facingEastoverlookingGarden/Park, Pool, Main RoadBathroom3Balcony2","₹44,000"
104,2 BHK House for Rent in Sainikpuri,"FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area800 sqftFloorGround out of 1facingEastoverlookingMain Road, Garden/ParkBathroom1Balcony1","₹13,000"
105,"3 BHK Apartment for Rent in Saleem Nagar, Old Malakpet, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1300 sqftFloor2 out of 4facingNorth - EastoverlookingGarden/ParkBathroom3Balcony2,"₹27,000"
106," Apartment for Rent in Banjara Hills, NH 9",Tenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area2000 sqft,"₹35,000"
107,3 BHK Apartment for Rent in Gachibowli,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1200 sqftFloor5 out of 14facingEastoverlookingMain RoadBathroom3Balcony1,"₹36,000"
108,"3 BHK Apartment for Rent in Banjara Hills, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area2400 sqftFloor5 out of 5Bathroom2,"₹47,000"
109,3 BHK House for Rent in MIG Phase II,"FurnishingUnfurnishedTenant PreferredBachelors/FamilyCar Parking2 Covered, 2 OpenAvailabilityImmediatelySuper Area2000 sqftFloorGround out of 1facingEastoverlookingMain RoadBathroom2","₹18,000"
110,2 BHK Apartment for Rent in Gandhi Nagar-Boiguda,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1040 sqftFloor1 out of 5facingEastBathroom2Balcony2,"₹18,000"
111,"3 BHK Apartment for Rent in Ameerpet, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1290 sqftFloor1 out of 4facingSouth - EastoverlookingMain RoadBathroom3Balcony1,"₹22,500"
112,2 BHK Apartment for Rent in Hyderguda,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area850 sqftFloor1 out of 3Bathroom2,"₹18,000"
113,"3 BHK House for Rent in Salar Jung Colony, Toli Chowki",FurnishingUnfurnishedTenant PreferredBachelorsOwner ResidesSame PremiseCar Parking2 OpenAvailabilityImmediatelyCarpet Area1850 sqftFloor1 out of 3facingNorth - EastBathroom2Balcony3,"₹16,000"
114,2 BHK Apartment for Rent in Kondapur,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1120 sqftFloor1 out of 4facingNorthoverlookingMain RoadBathroom2Balcony1,"₹15,000"
115,2 BHK Apartment for Rent in Musheerabad,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1000 sqftFloor4 out of 6Bathroom2Balcony1,"₹15,000"
116,3 BHK Apartment for Rent in Puppalaguda,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 OpenAvailabilityImmediatelySuper Area1840 sqftFloor1 out of 5Bathroom3Balcony3,"₹22,000"
117,"3 BHK Builder Floor for Rent in P Janardhan Reddy Nagar, Gachibowli, Outer Ring Road",FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area2200 sqftFloor4 out of 5facingWestoverlookingMain RoadBathroom3,"₹26,000"
118,"2 BHK Villa for Rent in Mohan Nagar, Kothapet","FurnishingUnfurnishedTenant PreferredBachelors/FamilyCar Parking1 Covered, 1 OpenAvailabilityImmediatelyCarpet Area2200 sqftfacingEastDimensions5.71 X 35 ft SqftBathroom2","₹12,000"
119,"4 BHK Apartment for Rent in DD Colony, Amberpet",FurnishingFurnishedTenant PreferredFamilyOwner ResidesSame PremiseCar Parking2 CoveredAvailabilityImmediatelyCarpet Area3050 sqftFloorUpper Basement out of 5facingNorth - EastoverlookingMain RoadBathroom4Balcony1,₹2.80 Cr
120,"> 10 BHK Builder Floor for Rent in Osmangunj, NH 7","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 Covered, 2 OpenAvailabilityImmediatelyCarpet Area16000 sqftFloor3 out of 5facingEastoverlookingMain RoadBathroom> 10Balcony5",₹4.3 Lac
121,"3 BHK Apartment for Rent in Kukatpally, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area1800 sqftFloor12 out of 32facingWestBathroom3,"₹42,000"
122,3 BHK Apartment for Rent in Kondapur,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area2417 sqftFloor2 out of 8Bathroom3Balcony1,"₹47,000"
123,"2 BHK Apartment for Rent in Narsingi, Outer Ring Road","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyOwner ResidesSame PremiseCar Parking1 Covered, 2 OpenAvailabilityFrom Mar '22Carpet Area1100 sqftFloor3 out of 3facingEastoverlookingGarden/Park, Main RoadBathroom2Balcony2","₹15,000"
124,4 BHK Villa for Rent in Gandipet,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityFrom Mar '22Carpet Area400 sqftBathroom4Balcony2,"₹70,000"
125,"1 BHK House for Rent in Sanath Nagar, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area80 sqftFloor2 out of 3facingEastoverlookingMain RoadBathroom2Balcony1,"₹10,000"
126,"4 BHK Villa for Rent in Kismatpur, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area4000 sqftfacingWestoverlookingGarden/ParkBathroom5Balcony3,₹1 Lac
127,3 BHK Apartment for Rent in Gachibowli,FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area2018 sqftFloor25 out of 33facingNorthBathroom3Balcony3,"₹45,000"
128,"5 BHK Villa for Rent in Kokapet, Outer Ring Road","FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area6050 sqftfacingEastoverlookingGarden/Park, Pool, Main RoadBathroom6Balcony5",₹1.5 Lac
129,"3 BHK Apartment for Rent in Uppal, NH 2 2",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1650 sqftFloor5 out of 5facingNorthBathroom3Balcony1,"₹20,000"
130,10 BHK Apartment for Rent in Bagh Ameer,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyOwner ResidesSame PremiseAvailabilityImmediatelyCarpet Area600 sqftFloor3 out of 3facingEastoverlookingMain RoadBathroom9Balcony4,₹4 Lac
131,3 BHK Apartment for Rent in Kothaguda,"FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1700 sqftFloor4 out of 8facingEastoverlookingGarden/Park, Pool, Main RoadBathroom3Balcony2","₹45,000"
132,"6 BHK House for Rent in Bhagya Nagar Colony, Secunderabad","FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area4200 sqftFloor2 out of 3facingNorthoverlookingGarden/Park, Main RoadBathroom2Balcony1","₹80,000"
133, Studio Apartment for Rent in Aminpur,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area250 sqftFloor2 out of 3Bathroom1,"₹4,500"
134,"1 BHK House for Rent in Kavadiguda, NH 7",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area500 sqftBathroom2,"₹9,500"
135,3 BHK Apartment for Rent in crystal heights,FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1450 sqftFloor6 out of 6Bathroom3Balcony1,"₹35,000"
136,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road","FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area2700 sqftFloor15 out of 20facingWestoverlookingGarden/Park, Pool, Main RoadBathroom4Balcony2","₹44,000"
137,"3 BHK Apartment for Rent in Madinaguda, Hafeezpet, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1510 sqftFloor4 out of 5facingEastoverlookingMain RoadBathroom3Balcony1,"₹25,000"
138,2 BHK Builder Floor for Rent in Dammaiguda,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area800 sqftFloor2 out of 3facingWestBathroom2Balcony1,"₹6,500"
139,2 BHK House for Rent in Ismailkhanguda,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1200 sqftFloorGround out of 1facingWestBathroom2Balcony1,"₹7,000"
140,"3 BHK Apartment for Rent in Miyapur, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1370 sqftFloor4 out of 5facingNorth - WestoverlookingMain RoadBathroom2Balcony2,"₹22,000"
141,"4 BHK House for Rent in Dandamudi Enclave, Jeedimetla","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 Covered, 1 OpenAvailabilityImmediatelyCarpet Area2700 sqftFloorGround out of 2facingEastoverlookingMain RoadBathroom3Balcony1","₹32,000"
142,3 BHK Apartment for Rent in Appa junction,"FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1528 sqftFloor10 out of 19facingWestoverlookingGarden/Park, PoolBathroom3Balcony1","₹30,000"
143,"3 BHK Apartment for Rent in Kothur, NH 7",FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area1825 sqftFloor3 out of 5overlookingGarden/ParkBathroom3Balcony1,"₹40,000"
144,2 BHK Villa for Rent in Bhavanipuram,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area1040 sqftfacingWestBathroom2,"₹9,000"
145,2 BHK House for Rent in Bandlaguda Jagir,FurnishingFurnishedTenant PreferredFamilyOwner ResidesSame PremiseCar Parking3 CoveredAvailabilityImmediatelySuper Area1550 sqftFloor2 out of 3facingWestoverlookingMain RoadBathroom2Balcony3,"₹14,500"
146,2 BHK House for Rent in Narapally,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area2200 sqftFloorGround out of 2facingNorthoverlookingMain RoadBathroom2Balcony1,"₹12,000"
147,"1 BHK Apartment for Rent in Barkatpura, Kachiguda, NH 2 2",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area700 sqftFloor1 out of 2Bathroom1Balcony1,"₹10,000"
148,4 BHK Villa for Rent in Gandipet,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area4000 sqftfacingEastoverlookingMain RoadBathroom5Balcony1,₹2.8 Lac
149,3 BHK Apartment for Rent in Kondapur,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1875 sqftFloor6 out of 13facingEastoverlookingGarden/ParkBathroom3Balcony2,"₹36,000"
150,3 BHK House for Rent in Rampally,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1500 sqftFloor1 out of 1facingWestoverlookingGarden/ParkBathroom3Balcony1,"₹10,000"
151,3 BHK Apartment for Rent in Kothaguda,FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1100 sqftFloor1 out of 5facingEastBathroom3Balcony1,"₹30,000"
152,1 BHK Apartment for Rent in Appa junction,"FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area900 sqftFloor5 out of 14facingNorth - EastoverlookingGarden/Park, PoolBathroom1Balcony1","₹15,000"
153,5 BHK Villa for Rent in Trimulgherry,"FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 Covered, 2 OpenAvailabilityImmediatelySuper Area5200 sqftfacingEastoverlookingGarden/ParkBathroom5Balcony2","₹80,000"
154,2 BHK Apartment for Rent in Moti Nagar,FurnishingUnfurnishedTenant PreferredFamilyOwner ResidesSame PremiseAvailabilityImmediatelyCarpet Area1000 sqftFloor3 out of 4facingNorth - EastoverlookingMain RoadBathroom2Balcony2,"₹15,000"
155,"2 BHK Apartment for Rent in Rajendra Nagar, Outer Ring Road","FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area928 sqftFloor9 out of 9facingEastoverlookingGarden/Park, PoolBathroom2","₹20,000"
156,3 BHK House for Rent in Deendayal Nagar Neredmet Hyderabad,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1100 sqftFloorGround out of 1facingSouthBathroom3Balcony2,"₹15,000"
157,4 BHK Villa for Rent in Gopanapalli,"FurnishingUnfurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area3872 sqftfacingEastoverlookingGarden/Park, Pool, Main RoadDimensions6 X 45 ft SqftBathroom4Balcony3","₹80,000"
158,3 BHK House for Rent in Jubilee Hills,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area5800 sqftFloor3 out of 3facingWestoverlookingGarden/ParkBathroom3Balcony2,₹1.3 Lac
159,3 BHK Apartment for Rent in Kothaguda,FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking401 CoveredAvailabilityImmediatelyCarpet Area1500 sqftFloor4 out of 5Bathroom3Balcony2,"₹35,000"
160,2 BHK House for Rent in Krishna Reddy Pet,"FurnishingUnfurnishedTenant PreferredBachelors/FamilyCar Parking1 Covered, 1 OpenAvailabilityImmediatelySuper Area1200 sqftFloor1 out of 1facingEastBathroom2","₹7,500"
161,"3 BHK Apartment for Rent in Alkapur Township, Manikonda, Outer Ring Road",FurnishingFurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area2300 sqftFloor5 out of 5facingEastoverlookingMain RoadBathroom3Balcony2,"₹40,000"
162,"3 BHK Apartment for Rent in Srinagar Colony, Old Malakpet, NH 9",FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityFrom Apr '22Carpet Area1950 sqftFloor3 out of 4facingSouth - EastoverlookingMain RoadBathroom3Balcony3,"₹50,000"
163,3 BHK Apartment for Rent in Kondapur,Tenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area2275 sqftfacingWest,"₹60,208"
164,3 BHK Apartment for Rent in financial district Gachibowli,"FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area2080 sqftFloor5 out of 9facingWestoverlookingGarden/Park, Pool, Main RoadBathroom5Balcony3","₹55,000"
165,3 BHK Apartment for Rent in Gachibowli,"FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking1 CoveredAvailabilityImmediatelySuper Area2430 sqftFloor7 out of 9facingWestoverlookingGarden/Park, Main RoadBathroom3Balcony2","₹55,000"
166,3 BHK Apartment for Rent in Boiguda,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1460 sqftFloor4 out of 5facingNorthoverlookingMain RoadBathroom3Balcony1,"₹23,000"
167,"2 BHK Apartment for Rent in Shilpa Avenue Colony, Hafeezpet",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1300 sqftFloor1 out of 4facingEastoverlookingGarden/ParkBathroom2Balcony1,"₹20,000"
168,2 BHK Apartment for Rent in Serilingampally,FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking1 CoveredAvailabilityImmediatelyCarpet Area950 sqftFloorGround out of 1facingEastoverlookingMain RoadBathroom2,"₹20,000"
169,"3 BHK Apartment for Rent in Tellapur, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area2150 sqftFloor13 out of 35facingEastoverlookingGarden/ParkBathroom3,"₹25,000"
170,2 BHK Apartment for Rent in Ram nagar,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area800 sqftFloor1 out of 3Bathroom2,"₹12,000"
171,3 BHK Apartment for Rent in Medipally,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1400 sqftFloor2 out of 4facingSouthoverlookingGarden/ParkBathroom2Balcony1,"₹22,000"
172,"3 BHK Builder Floor for Rent in Adarsh Nagar, NH 7",FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1920 sqftFloor1 out of 2Bathroom3Balcony2,"₹35,000"
173,2 BHK Apartment for Rent in Balanagar,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area800 sqftFloor1 out of 4overlookingMain RoadBathroom2Balcony1,"₹16,000"
174,3 BHK House for Rent in Budwel,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1800 sqftFloor1 out of 2Bathroom3,"₹17,000"
175,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road","FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1650 sqftFloor1 out of 6facingEastoverlookingGarden/Park, Pool, Main RoadBathroom3Balcony1","₹35,000"
176,"3 BHK House for Rent in Lalitha Nagar-Adikmet, NH 2 2",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1450 sqftFloor1 out of 1facingNorth - EastoverlookingMain RoadDimensions7 X 53.86 ft SqftBathroom3Balcony2,"₹16,000"
177,2 BHK Apartment for Rent in Masjid Banda,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1100 sqftFloor5 out of 5facingWestoverlookingMain RoadBathroom2Balcony1,"₹20,000"
178,3 BHK House for Rent in Hastinapuram,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1600 sqftFloor3 out of 3facingEastBathroom3Balcony3,"₹21,500"
179,"2 BHK Apartment for Rent in Hayat Nagar, Rajendra Nagar, Outer Ring Road","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area750 sqftFloor3 out of 5facingEastoverlookingGarden/Park, PoolBathroom2Balcony1","₹9,000"
180,3 BHK Apartment for Rent in Fort View,FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1300 sqftFloorGround out of 3facingWestoverlookingMain RoadBathroom3Balcony2,"₹32,000"
181,3 BHK Builder Floor for Rent in Musheerabad,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1200 sqftFloor1 out of 4facingEastoverlookingMain RoadBathroom3Balcony3,"₹22,000"
182,"4 BHK Builder Floor for Rent in Manikonda, Outer Ring Road","FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1500 sqftFloor5 out of 6facingWestoverlookingGarden/Park, Main RoadBathroom3Balcony2","₹24,000"
183,"2 BHK House for Rent in BHEL Employees Co-operative Housing Society, Jeedimetla, NH 7",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1600 sqftFloorGround out of 3facingEastBathroom2,"₹16,000"
184,"3 BHK Apartment for Rent in Madinaguda, Hafeezpet, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1500 sqftFloor1 out of 5facingEastoverlookingMain RoadBathroom3Balcony2,"₹28,000"
185,2 BHK House for Rent in Gajularamaram,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1000 sqftBathroom2Balcony1,"₹9,500"
186,"2 BHK Apartment for Rent in Dwarakapuri, Punjagutta, NH 9",FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1300 sqftFloor3 out of 4facingEastBathroom2Balcony1,"₹26,000"
187,1 BHK House for Rent in Gokul Nagar-Tarnaka,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyOwner ResidesSame PremiseCar Parking1 OpenAvailabilityImmediatelyCarpet Area700 sqftFloor1 out of 1facingWestoverlookingGarden/ParkBathroom1Balcony1,"₹17,000"
188,"3 BHK Apartment for Rent in Banjara Hills, NH 9",FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area3006 sqftFloor4 out of 4facingEastoverlookingMain RoadBathroom4,₹1.1 Lac
189,"3 BHK Apartment for Rent in Banjara Hills, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area2100 sqftFloor4 out of 5facingWestoverlookingMain RoadBathroom3Balcony2,"₹45,000"
190,3 BHK Apartment for Rent in Mehdipatnam,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1575 sqftFloor2 out of 8facingEastBathroom3Balcony1,"₹25,000"
191,3 BHK Apartment for Rent in Madhapur,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area2100 sqftFloor3 out of 17facingWestoverlookingGarden/ParkOwnershipFreeholdBathroom3Balcony1,"₹70,000"
192,"2 BHK Apartment for Rent in Madinaguda, Hafeezpet, NH 9",FurnishingUnfurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area750 sqftFloor1 out of 3facingWestoverlookingMain RoadBathroom2Balcony1,"₹14,000"
193,2 BHK Apartment for Rent in Chanda Nagar,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1000 sqftFloor4 out of 4facingEastoverlookingMain RoadBathroom2Balcony1,"₹16,000"
194,3 BHK Apartment for Rent in Narayanguda,"FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area2000 sqftFloor1 out of 5facingEastoverlookingGarden/Park, Main RoadBathroom3Balcony2","₹45,000"
195,"2 BHK Apartment for Rent in Banjara Hills, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1600 sqftFloor4 out of 5facingEastoverlookingGarden/ParkBathroom2Balcony1,"₹35,000"
196,3 BHK Apartment for Rent in Jubilee Hills,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area3315 sqftFloor3 out of 5facingEastoverlookingMain RoadBathroom3Balcony1,"₹80,000"
197,2 BHK House for Rent in Bandlaguda Jagir,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area950 sqftFloorGround out of 3facingEastoverlookingMain RoadBathroom2Balcony1,"₹10,000"
198,3 BHK Apartment for Rent in Kondapur,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1825 sqftFloor4 out of 5facingWestoverlookingGarden/ParkBathroom3Balcony1,"₹35,000"
199,2 BHK Builder Floor for Rent in Serilingampally,FurnishingUnfurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area750 sqftFloor3 out of 3facingNorthBathroom2Balcony1,"₹8,000"
